Gene_Symbol	P-Pm-01-02_FPKM	P-Pm-01-03_FPKM	P-Pm-1-01_FPKM	P-Pm-1-02_FPKM	P-Pm-1-03_FPKM	P-Pm-10-01_FPKM	P-Pm-10-02_FPKM	P-Pm-C-01_FPKM	P-Pm-C-02_FPKM	P-Pm-C-03_FPKM	P-Pp-01-01_FPKM	P-Pp-01-02_FPKM	P-Pp-01-03_FPKM	P-Pp-1-01_FPKM	P-Pp-1-02_FPKM	P-Pp-1-03_FPKM	P-Pp-10-01_FPKM	P-Pp-10-02_FPKM	P-Pp-10-03_FPKM	P-Pp-C-01_FPKM	P-Pp-C-02_FPKM	P-Pp-C-03_FPKM
C10orf88	5.038724	4.996571	5.761406	4.858885	4.958201	6.4586489999999985	6.6267130000000005	4.305605	5.189928	5.293139	5.005639	5.971607	4.678313	5.700174	5.250643	5.294942	7.56256	7.0032190000000005	7.184169	4.6899370000000005	5.631457	4.715107
TMEM156	2.8133790000000003	2.540629	3.088646	3.045175	2.638216	3.250187	2.970687	2.120071	2.534216	1.905933	4.130627	3.675218	3.508629	3.680599	3.4903690000000003	3.738494	3.651631	3.776541	3.48985	3.479511	4.251298	3.651652
RMI1	3.909969	4.480925	5.192135	4.369187	4.6180330000000005	2.473659	2.461554	3.672306	4.921691	4.422059	4.854756	5.38704	4.872605	4.44972	4.707209	4.719115	2.312647	2.62663	2.487703	3.828908	4.49099	4.068241
PHC3	3.032899	3.2515970000000003	3.34296	2.931245	3.220164	4.602261	4.550214	2.473362	3.26649	3.217318	2.893508	3.4503129999999995	3.4876720000000003	3.347303	3.566156	3.426789	4.621004	4.649348000000002	4.930441	2.94972	3.04658	3.111566
MINDY3	9.83232	9.189681	9.907887	9.355554	10.696642	8.975301	8.977679	8.002161	11.085559	9.080214	10.740429	10.624597	11.090625	9.471594	9.745754	10.125604	9.756087	8.056345	7.7221199999999985	9.584114	9.186679	10.397774
WWC2	6.959035000000001	6.7592919999999985	8.25972	7.497171000000002	8.136743	8.579191999999999	9.429773	5.3777370000000015	6.944704	6.6084679999999985	6.598419	6.934015	7.396574	7.238442	7.761272	7.007526	9.196488	8.872719	8.677337	6.804158	6.5221019999999985	6.918266
NAA25	8.732656	9.324635	9.620322	9.271006	10.190263	11.126818	11.047921	7.299900999999998	9.498925	9.315111	9.493172	10.652086	10.765262	9.83148	9.388258	9.817758	12.948073	11.280868	10.736261	9.022503	9.500357	10.165076
UBTD1	16.489426	16.652084	17.885907999999993	17.436518	16.802742000000002	17.218384	17.650484	17.932710999999994	16.590881	18.711115	17.051575	11.408844	15.647145000000002	17.519848	15.701686	16.304501000000002	17.147322	15.380618	16.965122	17.203568	17.608141	17.43495
FOXRED2	3.931471	4.122645	3.587526	3.497727	3.868481	2.9517130000000003	3.3480449999999995	3.858853	3.978943	3.9523	3.775146	3.275291	3.562713	3.726729	3.984951	3.901077	3.395942	3.542654	3.514298	3.974612000000001	4.311195	4.118819
TMEM62	4.007505	3.488134	3.77734	3.97484	4.358468	3.897743	4.017791000000001	3.4681800000000003	4.362968	3.427395	5.472649	5.764621	5.380185	5.275375	5.269711	5.046595	5.16952	5.2363089999999985	5.382674	4.7350629999999985	5.281096	4.593249
MYO15B	0.201577	0.363416	0.278026	0.274808	0.295369	0.567254	0.780686	0.356604	0.27707	0.224079	0.15121099999999998	0.14421099999999998	0.094943	0.125175	0.08619199999999999	0.145977	0.659361	0.5435	0.481144	0.149449	0.148635	0.159223
NRSN2	19.418192	20.045994	18.522899	20.422836	19.875688	20.315211	18.82914	22.813796	19.51953	18.936977	22.229751	18.533995	20.170622	22.515801	21.501246	21.037089	21.548465	21.351669	21.610863	23.728158	22.380015	20.430809
SLC8B1	5.043476	3.931928	4.253575	4.539733	4.2819379999999985	5.481289	5.480906	4.825427	4.916413	4.916836	4.540947	4.067603	4.953594	5.443867	4.9241410000000005	4.278246	5.419033	6.355837	5.741957	4.654516	4.659699	5.005722
PANK2	4.823422	4.791631	5.303897	5.736399	5.614282	3.5641550000000004	2.918282	4.099639	5.31197	5.357589	5.4898120000000015	5.809158999999998	5.086235	5.465495	6.267913	5.55702	3.465644	3.842554	3.686372	4.7415660000000015	5.5075980000000015	5.1666300000000005
FBXL18	4.1928980000000005	4.286885	3.947084	4.407164	4.965111	3.863603	3.672839	4.521662	4.702458999999998	4.69181	4.727964	4.252701	4.556908999999999	4.70016	4.788114	4.704519	3.840282	3.611161	3.838254	5.09253	4.858073	4.64273
SEMA6D	1.377898	1.4593	1.214034	1.175	1.226915	2.394535	2.487635	1.281149	1.279145	1.461586	0.984109	1.145874	1.013773	1.0581459999999998	1.280968	1.223624	2.622866	2.722943	2.729716	0.910628	1.277114	1.192491
FAM106A	0.756671	0.603486	0.374293	0.685738	0.718555	0.961753	0.8987229999999999	0.486657	0.515254	0.770202	0.550573	0.529824	0.798778	0.454593	0.621494	0.461651	0.637935	0.7464109999999999	0.8638170000000001	0.52918	0.383698	0.549484
GPR157	0.588604	0.8602489999999999	0.752257	1.010825	0.860675	1.54357	1.150834	0.6744020000000001	0.867751	0.751163	1.257086	0.84677	0.8295899999999999	1.231307	1.1356700000000002	0.908876	1.331153	1.345885	1.47599	0.668506	0.941134	0.870338
PGAP1	1.820672	2.118286	2.092821	1.759525	1.82579	1.6960810000000002	1.857113	1.351266	1.755134	1.877848	1.399245	1.702587	1.569846	1.462	1.567288	1.374089	1.663591	1.480751	1.7491830000000002	1.238595	1.4401620000000002	1.6781669999999995
ATF7IP2	0.526137	0.641336	0.6464489999999999	0.47929	0.609859	0.389857	0.646089	0.378438	0.50615	0.692056	0.341217	0.4628850000000001	0.580693	0.500382	0.527856	0.391667	0.527447	0.872569	0.492678	0.308099	0.603406	0.450079
DCAF17	3.903597	4.282161	3.928642	3.96439	4.426081	4.796543	4.7472629999999985	3.261707	4.074474	4.3327	3.727658	4.513483	4.0034730000000005	3.878075	3.675728	4.011203	4.319562	5.1188720000000005	4.4868	3.057523	3.4602690000000003	3.492782
CCDC15	1.588727	2.24052	2.22983	1.812969	1.834501	0.649351	0.723634	1.464961	1.765049	2.071479	2.343348	1.898795	2.41006	2.41963	2.078005	1.527696	1.069191	0.813131	0.814325	2.2297580000000004	1.914972	2.433003
ZNF606	1.312168	1.326709	1.073197	1.356931	1.006377	1.362974	1.236401	0.974359	1.161408	0.980018	1.143997	1.23504	0.979479	1.1929379999999998	1.090536	1.334503	1.322975	1.320003	1.2106	0.954925	1.082006	1.1476540000000002
MZT2B	95.790147	104.745331	104.40211	105.840335	98.996943	97.478104	100.110218	123.43063	101.758976	100.423	113.64011200000002	69.188048	97.642143	105.424499	102.276249	92.459202	97.820586	104.286518	104.321168	114.733981	111.330175	115.300048
ZFP2	0.15848199999999998	0.199965	0.117425	0.10001	0.15653699999999998	0.306669	0.386943	0.179566	0.212898	0.102204	0.017169999999999998	0.24603200000000006	0.087895	0.053845	0.183303	0.112794	0.188553	0.29191500000000004	0.293336	0.211285	0.075004	0.122
ZNF614	2.2140880000000003	2.8982	2.604912	2.522081	2.240225	2.132596	1.864034	1.846925	2.317245	2.320261	2.3916	2.9708650000000003	2.728683	2.446002	2.734496	2.271239	2.071541	1.979328	1.91082	2.357183	2.520705	2.270336
C3orf36	0.0	0.0	0.073382	0.131795	0.173833	0.0	0.0	0.039632	0.0	0.106257	0.049467	0.0638	0.028289	0.0	0.060665	0.016533000000000003	0.007173000000000001	0.0	0.0	0.053464	0.056422	0.07349
BICC1	1.545063	1.513343	1.415624	1.488148	1.481943	1.45359	1.419478	1.073496	1.467572	1.555594	1.471626	1.210398	1.336343	1.327615	1.15522	1.238269	1.103181	0.9369	1.159736	1.13117	1.22831	1.394212
PIF1	4.022894	4.049365	4.166436	4.285802	4.04597	2.825644	3.328027	4.777682	4.065627	4.346565	4.136761	3.645411	4.235682	3.992585	4.3834	4.0328	3.316408	4.141339	3.323805	4.645347	4.874719	4.210344
VCPIP1	2.754089	2.965893	2.948857	2.604088	2.870486	2.832904	2.8399240000000003	2.287041	2.716002	2.673797	2.490504	3.074671	3.3864	2.961354	2.989303	3.040339	2.921269	2.935474	2.869085	2.618384	2.9445080000000003	2.914931
BBOF1	0.870466	0.923001	1.196553	1.06165	1.208486	1.320615	1.609313	0.8290930000000001	1.016552	0.965305	1.247882	1.463836	1.049647	0.8806799999999999	1.195021	0.939059	1.435819	1.311419	1.337811	1.307123	1.434591	1.111142
TRIM46	2.123456	1.978504	2.537178	1.962666	2.432894	1.35464	1.719609	2.423301	1.880769	2.408158	2.403089	1.445626	1.897415	1.986244	2.371607	2.079638	1.641344	2.252411	1.553568	2.60827	2.132613	2.385483
CCDC170	0.08099400000000001	0.10501	0.039186	0.10520999999999997	0.057865	0.075683	0.022214	0.0	0.041624	0.058579	0.028236	0.134684	0.06298	0.060598	0.091442	0.022473	0.102733	0.052321000000000006	0.062695	0.036991	0.065263	0.044886
LRRC8E	1.879519	2.1508130000000003	1.8632	2.177885	2.082561	2.106433	2.40216	2.387184	2.2123150000000003	2.137675	2.1635880000000003	1.792818	2.016676	2.312797	1.830035	2.179611	2.651605	3.278793	2.2152540000000003	2.139098	1.983041	2.326784
RPF1	18.619692	17.603691	18.783403	16.51523	18.817238	14.254632	15.299469	14.581897	18.123571	17.39813	20.451591	20.565615	19.183218	18.845167	18.795706	18.816223	13.964994	14.24735	13.431773000000002	17.565876	19.019808	18.706789
ZNF703	9.325979	10.605669	10.884038	11.40887	9.769035	7.441422	8.114799	11.614617	10.478133	11.579924	11.394526	6.519164	9.724186	10.923584	11.886238	10.840625	8.915859	8.688958	8.450177	11.555327	11.611826	12.311545
PTGES2	20.218483	19.535361	20.053223000000006	20.601139	20.896178	16.081224	18.10022	24.39208	19.447041	20.069246	21.41783	16.532928	19.421159	21.43279	22.516586	18.409128	18.522548	18.197236	17.557239000000006	22.699372	20.959372	19.991888
SIKE1	5.342422	6.556186	7.1440899999999985	6.093064	5.898316	7.185161999999999	7.0427550000000005	4.441671	6.192871	5.487405	6.089	7.046831	7.365961	5.906877	6.024053	7.332891	7.438674000000002	7.75426	6.7772570000000005	5.281976	5.813912	6.6524410000000005
FRAS1	0.6755800000000001	0.709262	0.568868	0.615428	0.668392	0.8594450000000001	0.905182	0.640382	0.699581	0.692589	0.484951	0.58096	0.527566	0.452316	0.5647260000000001	0.495388	0.675037	0.5647	0.550305	0.541315	0.483868	0.574434
THOC7	44.106448	41.256337	43.454146	41.919209	45.048917	34.968658000000005	39.730375	32.044403	41.351969	40.574862	43.584999	49.985343	42.436121	45.269514	43.581279	45.407444	35.926341	33.121578	36.232489	41.919852	40.02477	40.947392
UXS1	24.647675	24.114035	26.048395000000006	23.971338	24.130592	24.912215	27.993386	19.675976	21.8939	23.412995	23.399449	25.435133	23.951376	22.456938	23.54291	24.723489	25.728873	26.098728	24.139311	23.781696	22.734820000000006	22.634922
ZC3H12A	2.2963240000000003	2.292271	2.352589	2.381742	2.565237	2.541383	2.493479	2.973212	2.052742	2.899614	3.713925	2.7827610000000003	3.893102	4.277632	3.480887	3.880031	2.990496	3.032677	2.4939720000000003	3.744386	3.878297	3.913517
ASRGL1	5.2972980000000005	4.621029	5.85018	4.485087	5.9931410000000005	4.15292	4.322468	4.975182	4.936982	4.1922690000000005	6.774967	6.405887	6.400411	6.064637	6.2807330000000015	6.814042999999999	3.780975	3.920735	3.579478	6.705593	7.151658	6.763576
CENPT	13.696747	18.371888	19.2597	15.791277	18.90097	14.454882	14.559004000000002	19.402623	14.950859	17.607641	17.650349	14.212504	17.419118	15.832723	15.904603	16.080827	14.064097	13.836336	13.826567	17.581889	16.369206	15.873906
EDC3	11.10591	11.02992	11.14069	11.561497	11.362454	9.321514	7.880213	10.719115	10.326152	10.708119	11.022949	10.67301	11.185931	11.67352	11.561101	10.878774	9.439893	10.044827	8.961841	10.791187	11.232062	11.199754
NAA15	18.266155	19.896738	20.791818	19.014576	21.271603	15.056914	14.395888	15.570073	19.922852	20.318049	20.234559	22.876151	21.537323	21.519335	19.885229	20.503336	17.203482	16.228087	15.28907	18.253524	19.347825	20.682599
PGGHG	3.483327	3.171554	3.574153	4.0126	4.3103940000000005	9.494023	10.044356	4.717499	4.123604	4.524844	3.749041000000001	2.733472	4.216432	3.637658	4.349914	4.160809	10.240647	10.169267	10.194851	4.4960830000000005	4.556254	4.084583
ABHD18	1.556624	1.613669	1.882147	2.078187	1.783625	2.513105	2.838201	1.1179059999999998	2.0825400000000003	1.729597	1.517494	1.610294	1.517857	1.61986	1.741412	1.552133	2.724149	2.386703	2.447511	1.183793	1.498682	1.492395
CTC1	2.020584	2.015765	1.918207	1.999528	2.291392	3.664809	3.423311	2.284569	1.907107	1.974798	2.067329	2.06765	2.290136	2.177826	2.216002	2.221562	3.3811730000000004	3.527226	3.702616	2.00277	2.05907	2.049307
IFT74	2.548988	2.792764	2.951403	2.785282	2.838395	1.932467	2.216439	1.886271	2.453448	2.4705310000000003	2.64657	2.838485	3.029322	3.078226	2.51474	2.652686	1.962628	2.347862	2.2813060000000003	2.730851	2.768436	3.039844
DBF4B	4.007292	3.851804	4.161268	4.420234	3.92106	1.985166	2.426092	4.30779	4.294908	4.136372	4.732353	3.68408	4.878822	4.833549	5.40399	4.4611160000000005	2.668712	2.64622	2.1131290000000003	5.198398	4.734591	4.77484
SPSB1	9.872925	9.688782000000002	9.427968	9.21394	9.755017	7.107194	7.2342520000000015	9.359705	9.268595	9.325801	8.893945	7.711236	9.49367	11.078726	9.921421	9.49894	7.110272	7.317941	8.111953	9.55112	10.360029	9.712855
MYCT1	12.156192	12.500454	12.502362	12.248473	13.899598999999998	21.376225	21.397177	9.400378	12.92585	11.770933	14.003923	17.895713	15.738914	15.6869	16.104392999999998	15.204335999999998	21.459498	21.149623	23.051427	13.322029	13.869858	14.226219
MYO19	13.386501999999998	14.220104	14.497151	13.096269	14.24171	13.018902	12.566016	13.459428	12.907174	13.566966	14.74569	12.394183	12.856475	14.268738	14.359978	13.5677	12.941616	14.057486	13.867232	15.391765	14.869082	13.692512
CEP290	5.061744	5.602012	5.91432	4.929226	5.485275	6.18874	6.574135000000001	3.752789	5.353885	4.723442	4.575583	6.040898	5.4810300000000005	5.475308	5.1507489999999985	5.3862440000000005	6.492239	6.459922	6.702971000000002	4.938335	5.132344	5.053132
TTI2	4.807885	4.685886	4.935159	4.450603	5.334555	3.884899	3.319736	4.949162	5.259881	4.889739	4.788564	5.752741	5.616878	4.772797	4.976294	5.344918	3.847005	4.388629	4.115	5.398551	5.147168	5.062748
TMEM134	6.418845	3.5080690000000003	6.903686	6.228102	4.169796	6.620933999999999	8.190355	6.1883029999999986	4.385885	6.931665	5.638779	2.051355	4.873033	4.7513190000000005	5.276136	5.645524	9.566638	9.578027	9.805597	3.863168	5.461207	5.79943
TMEM254	4.926377	4.514581	4.192978	4.423472	3.723367	5.797442	6.287601	4.352103	3.52041	4.405062	4.263217	5.396607	4.729541	4.249919	4.0437330000000005	5.013496	6.189825	5.85489	5.601792	3.539791	4.553938	4.040261
RNF34	15.288021	13.287435999999998	13.843517000000002	14.346278	14.72121	9.49644	7.989117999999999	13.182473000000002	14.113709	14.262206	14.556051	13.975042000000002	15.008447	17.3075	14.793373999999998	14.324145	9.568328	8.639355	8.714147	15.141778	14.296444	14.759796
MUS81	11.294334	11.741963	11.107261	11.695586	11.383707	10.443548	8.270174	13.350395	11.522	11.72327	12.752191	9.073518	11.27319	11.982963	12.656656	11.640513	10.216783	11.365016	10.119627	12.319667	12.684365	11.658126
FUZ	2.996439	3.939113	3.141312	4.532442	3.919428	3.555506	2.917819	3.866	3.72912	4.732844999999998	4.140236	3.035477	4.477396	3.660345	3.782804	3.814688	2.669298	3.224018	3.06001	4.184115	4.121286	4.039286
FBXO11	13.653957	13.561564	14.253255	13.725938	13.292393	13.878722	13.581688	11.530081	13.903642	13.681544	12.961735	14.840591	14.205145000000002	13.780579	13.788174	14.52845	12.467428	13.335973	12.771112	12.274048	12.426752	13.211623
CHD9	8.985009	10.203258	9.70168	9.372253	9.451628	6.924036	7.731169	6.8626960000000015	9.387459	10.101564	9.06664	10.292361	9.801235	9.314904	9.334461	9.510151	7.587581	8.523026	7.941066	8.790171	9.230396	9.836619
FHOD3	0.214776	0.223975	0.208905	0.181714	0.19109	0.133923	0.116772	0.289767	0.26463400000000004	0.221096	0.1483	0.116295	0.14638099999999998	0.22441	0.26965700000000004	0.188057	0.057649	0.062925	0.131936	0.159722	0.146329	0.25995
OPA3	5.009864	4.925252	5.154381	4.601162	4.448201999999998	5.1426	5.673359	5.056767	4.899931	5.020347	4.78372	4.255747	5.511402	5.893967	5.169912999999998	5.303284	5.729679	5.648286	5.629375	5.151835	5.262441	5.328446
SPG11	6.910726	7.072305	6.935711	6.998194	6.7305220000000014	9.468584	9.476148	6.000908	6.594223	7.053769	6.713691000000002	7.59973	7.242547999999998	6.640613	6.700898	7.2175449999999985	9.628925	9.943034	9.164011	6.5725820000000015	6.569702	7.782336
PROSER1	9.928689	9.529997	9.816017	10.510423	8.681453	8.119286	8.496183	9.234836	9.293881	9.879717	9.424315	8.872057	9.851982	9.446485	10.243859	10.311231	9.728913	8.169089	8.311657	9.69081	9.493547	10.070329
ARMC9	6.696839999999999	6.156818	6.1792099999999985	6.245776	4.100355	4.495719	4.320442	5.112552	4.80998	6.406403	5.395422	8.466861	5.610803	5.734421	6.269646	7.181032000000001	4.0738699999999985	4.356232	4.973858	5.139812	5.452656	6.416213
CCDC92	23.598564	24.846926	21.590764	23.790598000000006	21.339228	20.739479	20.579432	24.305338	19.274804	23.082041	20.959481	17.219248	20.738929	20.80303	21.0488	21.35538	21.228425	19.643911	19.870420000000006	22.261443	23.51977	20.252305
TM2D3	8.744695	9.721798	10.179285	10.688686	10.488925	9.359766	10.278597	10.158712	9.470075	10.598649	10.085655	11.745714	10.738641	10.544886	9.133483	11.052043	11.298379	10.318417	9.288326	10.969818	11.523035	10.515065
ALPK1	0.775143	0.881597	0.8402569999999999	0.928841	0.960026	1.017313	1.005578	0.6322800000000001	0.8766799999999999	0.8250559999999999	0.984693	1.145938	1.096627	0.8900819999999999	0.862776	0.909602	1.402476	1.134652	1.132261	0.871658	0.89271	0.984898
NAA50	27.702705	29.577846	29.39665	28.304861	30.033783000000003	23.35189	22.719939	23.221279	28.19508	28.716919	29.125301	31.630943	29.319729	29.681581	28.029414000000006	29.134019	23.809168	23.282998000000006	23.622188	25.486578	27.008568	29.030212
COQ10B	9.591587	10.369172	11.76495	11.197735	12.882783	16.548614	15.205119	8.57273	11.047414	9.746372	11.283075	13.824773	12.630816	11.375454	11.457069	12.475429	16.297795999999998	15.80882	16.416218	10.337203	11.432985	12.822352
ACSF2	3.282455	3.510522	3.230091	4.053844000000002	3.784006	4.742693	4.801986	3.722393	3.5176580000000004	3.871612	3.300049	3.4692	4.029619	3.594694	3.61593	3.83575	4.89435	4.319962	5.099802	3.985887	4.103167	3.567882
TARS2	8.235735	8.277745	8.334222	8.160974000000001	8.256464999999999	8.347286	8.327103	8.311542	8.228052	7.829021000000001	9.652291	8.655244999999999	8.535698	8.443163	8.823246000000003	8.555514	9.254455	9.266721	7.9587759999999985	10.00521	9.529576	9.204141
RAB11FIP1	1.564726	1.703564	1.592424	1.566066	1.659989	2.136308	2.086351	1.3928459999999998	1.868519	1.367215	1.771075	1.622328	1.655252	1.528107	1.757109	1.61636	2.45254	2.802218	2.537737	1.445855	1.696886	1.836964
NUBPL	2.530406	2.429593	2.725095	2.930997	2.907054	2.817781	2.404918	2.110371	2.562917	2.254685	2.435073	3.144115	2.320496	2.523347	2.167038	2.94063	2.143204	2.607644	2.225695	2.401618	2.261988	2.516006
PAAF1	3.344679	3.498157	2.5106580000000003	3.324982	3.234307	3.71956	5.835878	2.961104	3.874177	3.763538	3.594708	3.576568	3.207584	3.168176	3.555301	3.825997	3.879639	4.505442	3.2180150000000003	3.3069910000000005	2.893936	4.339991
ORAI2	7.4378160000000015	7.5238679999999984	7.514981	7.308324000000002	8.141517	8.013133	7.725293	7.660786	7.78095	7.560297999999999	7.563047999999998	6.08832	7.504753	8.478216999999999	7.8957570000000015	7.642502	7.878974	7.854611	7.894482000000001	7.761522999999999	7.697014999999999	8.010548
RUFY1	12.877184	11.759682000000002	12.771757	12.945108	12.805838	11.325455	11.987607	11.938905	11.801584	11.106233	11.419558	11.080299	11.236892	12.872748	10.702047	11.949372	12.52657	12.489803	11.779191	13.196285	11.601157	12.357611
WDR26	18.726898	18.969536	19.737285	19.264586	19.847314	24.589907	24.528402	15.97845	18.395051	20.499728	18.102656	19.619792	20.187419	18.883444	18.374625	19.700863	22.512032	22.710326	23.147735	17.219981	17.27594	18.113335
FAAP100	9.281854	9.486003	9.786158	9.67947	10.594999	9.346016	9.03405	12.076531	9.725209	9.554391	10.036747	7.101291000000002	9.514228999999998	9.944864	10.885838	8.864979	8.471671	9.387599	9.28137	9.849839	9.199668	10.944998
PIGZ	0.3788510000000001	0.444251	0.455657	0.520875	0.783528	1.0417379999999998	1.25285	0.607354	0.8682840000000001	0.903906	0.397423	0.349233	0.598029	0.540083	0.581099	0.463229	0.96862	1.409699	1.019748	0.465736	0.47921	0.566484
ELL3	0.125952	0.275179	0.526725	0.124465	0.30061	0.219467	0.262273	0.235333	0.185911	0.388376	0.29709800000000003	0.27283	0.204418	0.286433	0.156122	0.21625100000000005	0.22135	0.313911	0.438515	0.148687	0.302786	0.198235
PREX2	3.701741	3.969593	3.78176	3.265469	4.219305	3.912592	3.948179	2.817935	3.850545	3.838463	3.78352	4.4430010000000015	3.72652	3.909348000000001	4.316161	4.069786	3.841345	3.56131	3.940357	3.368675	3.838469	4.175782
CEP63	6.383683	5.1177150000000005	5.38611	6.240664	5.755656	4.738079	5.514037	5.489461	6.025409	5.666381	6.536635	6.880832000000002	7.071869	5.974605	5.505283	6.941149	5.625036	4.611913	3.961767	5.843156	5.550168	5.5570309999999985
SLC35F5	5.740386	6.425104	6.9389020000000015	6.312696	6.7465850000000005	8.376012	8.407306	4.568606	6.12833	6.129967	6.393808	7.1720690000000005	6.795141	6.189794999999998	6.591069999999998	7.218014	7.6857479999999985	7.625678	8.366971000000001	5.374528	6.18307	6.665597
FAM214B	9.977491	11.003387	10.802338	11.255258	11.378783	14.585033	13.504964	10.779366	10.976723	10.906028	12.041292	9.821737	11.413849	11.360484	11.668187	12.084974	15.822435999999998	15.795909	15.18356	11.521511	11.865653	12.85012
C16orf70	6.22423	5.669992	5.937541	6.657641	6.368729	5.632853	4.97823	6.036912	5.591335	5.648287	6.498032	5.738957	6.801353	6.202603	5.639243	6.6183570000000005	5.381827	5.698025	6.0676260000000015	6.271705	6.449908	6.033988
TRIM45	1.458037	1.024314	1.040665	1.489262	1.316349	1.509238	2.026718	1.0215459999999998	0.866052	1.260529	1.254503	1.129808	0.903548	1.169168	1.025501	1.003413	1.717858	1.752225	1.627709	1.13746	1.060264	0.997047
ZNF430	2.053237	2.037675	3.063088	2.053752	2.502459	1.904071	2.1119830000000004	1.5997860000000002	1.968108	2.421406	1.909433	2.348719	2.453654	2.207177	2.052375	2.371689	1.905408	1.918848	2.239032	2.147966	1.85203	2.192447
EDEM3	13.860775	14.595332	14.95525	14.046042000000002	15.172437	18.229622	17.948353	10.742617999999998	14.300118	14.421226999999998	14.668996	16.640496	16.589129999999994	16.85357	15.56499	15.37021	18.914929	18.596514000000006	18.400272	12.918786	14.605897	14.99856
HSD3B7	3.674593	2.883823	3.045404	3.436079	3.5792300000000004	4.962409	4.8287010000000015	3.538069	3.908343	3.358317	2.885809	2.572214	3.438338	2.73679	3.239634	3.240016	5.564807	5.179965	4.985295	2.682457	2.963776	3.2116
ITPKC	6.234575	6.694272	7.270532000000001	7.101089999999999	7.0366990000000005	9.288384	9.140914	6.32963	6.02174	7.20023	7.706525	6.719801	8.346874	7.469129	7.887486999999999	7.492766	10.082793	10.065041	10.389716	7.5985770000000015	7.4546199999999985	7.409396000000001
GRPEL1	14.091679999999998	13.875634	16.375181	14.154506	14.712215	17.452835	16.847475	13.71858	12.984576	13.579115	16.463804	15.843035	15.327194	15.86267	15.359255	15.549392	18.628366	19.169216	17.389919	15.685249	15.144673	15.127115
CDK5RAP3	21.527636	20.066893	21.855606	21.382244	22.290503	27.292099	28.178264	22.794482	20.973908	22.301194	19.019472	21.032505	19.248372	18.168896	20.969455	18.798614	26.560292	32.827209	26.131392	23.602398	20.059168	21.312582
MTERF2	2.4739720000000003	2.577225	2.984812	2.594435	3.113423	1.548088	1.861521	2.004659	2.631593	2.385155	2.51646	2.924233	2.702629	2.551843	2.1579490000000003	2.386899	1.392547	1.486	2.112853	2.170331	2.907593	2.844945
PLEKHO2	11.160959	10.791021	11.653191	11.986734	11.443955	12.276027	11.239358	12.621435	10.967948	11.764798	11.877852	10.465246	11.702443	11.919851	11.673346	11.794212	11.568189	12.055473	11.64684	12.174494	12.08524	11.143628
EFHD1	0.115805	0.087861	0.161212	0.185293	0.137278	0.205545	0.106676	0.055560000000000005	0.10531	0.14960199999999998	0.073752	0.121005	0.176037	0.120767	0.127722	0.189046	0.049038	0.22882	0.174351	0.0	0.07005399999999999	0.022514
WDCP	4.321575	4.5677010000000005	4.847775	4.8304160000000005	4.680581	4.276299	3.947103	3.95932	3.965203	4.304167	5.032263	5.27329	5.458346	5.02452	4.483724	5.039791	4.5644	4.368761	4.638423	4.54766	4.413354	4.307572
TRABD	16.844835	16.187555	16.103014	17.216829999999998	17.741591	15.110869	16.954805	19.38369	15.797007	18.57093	17.366789999999998	11.056455	16.630863	18.037148	18.124864	15.273123000000002	17.282764	17.912366	16.322131	17.93555	18.035618	17.708134
MED28	4.197227	4.252047	4.163738	4.2235010000000015	4.196749	3.999019	3.832391	3.734281	4.243832	4.246614	4.020969999999998	4.31957	4.387076	4.27298	4.271703	4.400023	4.197229	4.1714660000000015	4.25839	4.0308150000000005	3.807944	4.446379
FLAD1	14.473283	12.73924	14.594777	14.088155	13.849891	13.391410999999998	12.195212	16.344371	15.344973	14.513164000000002	15.370214	14.343406	15.779737	15.805158	15.41168	15.283882	13.28759	13.975320000000002	12.674849	16.283599	15.545814000000002	16.876358
PDGFD	0.341906	0.776694	0.477637	0.6250760000000001	0.606965	0.639349	0.5705600000000001	0.543042	0.4336890000000001	0.5309020000000001	0.678642	0.5542050000000001	0.6742020000000001	0.7908350000000001	0.462111	0.39634	0.417764	0.420519	0.398045	0.549883	0.535271	0.546087
KLHL15	1.227532	1.472512	1.623377	1.538408	1.734941	1.554285	1.406082	1.01011	1.503792	1.476565	1.5333709999999998	1.442498	1.607252	1.592518	1.302841	1.365952	1.605249	1.460846	1.373918	1.095087	1.386822	1.306126
TET1	0.4965890000000001	0.667957	0.436802	0.481729	0.5101	0.212193	0.226106	0.360869	0.47629	0.749369	0.543351	0.5000560000000001	0.377854	0.400299	0.5950310000000001	0.565466	0.277152	0.241777	0.194496	0.398284	0.449157	0.425385
LRRC27	2.9403740000000003	2.571351	3.058107	2.506327	2.374108	2.822835	2.420971	2.223566	2.170342	2.469384	2.841256	2.200741	3.294661	2.133519	2.370259	2.511052	2.658465	2.556727	2.777902	2.300329	2.20191	2.5086060000000003
EPC1	5.301632	5.93714	5.688703	5.2410190000000005	5.581667	3.538614	3.865267	4.837957	5.061114	5.085819	5.126915	5.6299790000000005	4.971538	5.269803	6.149273	5.363393	3.888936	4.037884	4.010848	4.7949449999999985	5.501201	4.919064
CPEB4	2.358548	2.081978	2.809261	2.405149	2.7638700000000003	2.3000540000000003	2.304036	1.817535	2.583848	2.617339	2.594112	3.039821	3.005868	2.847607	2.844477	3.038877	2.331458	2.594232	2.425403	2.105865	2.725091	2.944585
