Gene_Symbol	C-Pm-01-01_FPKM	C-Pm-01-02_FPKM	C-Pm-01-03_FPKM	C-Pm-1-01_FPKM	C-Pm-1-02_FPKM	C-Pm-1-03_FPKM	C-Pm-10-01_FPKM	C-Pm-10-02_FPKM	C-Pm-10-03_FPKM	C-Pm-C-01_FPKM	C-Pm-C-02_FPKM	C-Pm-C-03_FPKM	C-Pp-01-01_FPKM	C-Pp-01-02_FPKM	C-Pp-1-01_FPKM	C-Pp-1-02_FPKM	C-Pp-1-03_FPKM	C-Pp-10-01_FPKM	C-Pp-10-02_FPKM	C-Pp-10-03_FPKM	C-Pp-C-01_FPKM	C-Pp-C-02_FPKM	C-Pp-C-03_FPKM
RELL2	2.077064	1.57102	1.777248	1.429892	1.597506	1.588673	2.0980220000000003	2.278779	2.566228	1.508512	1.233949	1.774925	2.003795	1.716534	2.607194	1.462097	2.445649	2.319641	2.203967	2.306519	1.95713	1.90253	2.016626
C5orf51	8.510824000000001	8.423314999999999	8.763624	8.582385	7.324910000000001	9.382545	6.951308999999998	6.567976	6.230391	7.519628	9.246371	8.492196	9.300934	7.837459	7.9049	7.134741	8.573774	6.912153999999999	6.539751	7.174025	8.427491	8.306616	8.549522
RNF180	0.198309	0.348022	0.230842	0.324351	0.28236100000000003	0.236595	0.276138	0.377184	0.338088	0.208909	0.247156	0.167541	0.282542	0.278464	0.208522	0.269399	0.206433	0.424438	0.297939	0.389067	0.202564	0.212798	0.324963
SREK1IP1	4.685869	4.560553	4.767076	4.995532	4.437112	4.763594	4.293272	4.548083	4.277983	4.544726	5.044692	4.162136	4.7917190000000005	4.644686	4.728527	4.62291	5.171855	4.718683	4.910662	4.173814	5.048334	4.829023	4.969846
ZNF454	0.336636	0.454979	0.282952	0.23964	0.223848	0.358912	0.35485900000000004	0.444313	0.339635	0.364049	0.088241	0.365945	0.238599	0.282594	0.233135	0.122059	0.215423	0.294636	0.404413	0.497023	0.40871	0.370501	0.33302800000000005
RGMB	22.344988	24.215822	23.923979	24.14882	23.404453	24.494609	49.597782	50.845187	49.372531	24.930296	23.644243	23.936396	29.298726	27.340918	27.665608	25.494792	29.191014000000006	53.699	51.024943	55.290311	27.630562	25.907292	27.602531
CEP57L1	2.516613	2.650837	2.533819	2.555042	2.601719	2.497255	2.369591	2.517472	2.361781	2.79763	2.408084	2.456865	2.937227	3.1579040000000003	2.935462	2.685931	2.665666	2.349639	2.5219080000000003	1.934148	2.334458	3.091546	2.970253
PPIL6	0.4634140000000001	0.206911	0.216729	0.409749	0.442453	0.404379	0.88054	1.020007	1.122641	0.344174	0.265871	0.367095	0.339794	0.426816	0.50994	0.365229	0.208185	1.018992	1.113793	0.792621	0.343323	0.418609	0.415255
DCBLD1	26.661989	27.838599	26.7155	25.32493	23.79001	26.191138	16.549792	17.415995000000002	17.314103	28.247736	27.377239000000007	28.875747	26.836598	26.424708000000006	25.529284	24.146641	25.288102	18.272673	19.146252	17.270348000000002	27.10338	26.251994	28.701748
RPL7L1	51.109265	49.083603	52.136305	51.587421	48.069057	51.890132	34.030473	36.334855	36.249454	51.936025	51.585688	50.576259	45.505326	46.658471	45.781404	46.389792	48.305407	36.631528	36.745228	36.35852	46.473208	49.06971	48.510934000000006
TCAF2	2.256933	2.292546	2.011256	2.376917	2.226628	2.273495	1.158282	1.480415	1.53023	2.154393	2.0939080000000003	2.004	2.983156	3.071334	2.926246	2.929784	2.563294	1.638971	1.443314	1.531716	2.877357	2.686719	2.840121
ZNF775	2.4265380000000003	1.96315	2.110312	2.6219810000000003	2.070957	1.856899	2.410565	3.153975	2.594134	2.025674	1.882569	1.982337	2.308815	2.026414	1.9134	2.261258	1.908225	2.776168	2.883413	2.763456	2.044351	2.1904060000000003	1.854041
ZNF789	3.593356	3.271712	3.649217	3.306411	2.722531	3.987052	2.844389	2.786206	2.346896	4.15738	3.184287	3.605614	3.831599	3.479706	3.304637	3.391541	3.336882	3.200285	3.02485	2.847356	3.578675	3.061245	3.3002800000000003
LSMEM1	0.119675	0.06562	0.203433	0.069655	0.121646	0.084912	0.07542599999999999	0.102869	0.06302100000000001	0.193193	0.152833	0.152648	0.20485100000000006	0.136989	0.090719	0.15727	0.098845	0.096954	0.06429299999999999	0.101526	0.08109	0.08815	0.098942
XKR6	0.534321	1.012808	0.529606	0.845808	0.6447890000000001	0.515426	0.5192100000000001	0.482837	0.437194	0.553771	0.542602	0.4724890000000001	0.506855	0.722454	0.5607949999999999	0.70796	0.790878	0.4793850000000001	0.307823	0.705773	0.6832229999999999	0.641972	0.50425
NSMCE2	10.531147	9.954792	9.347035	8.946496	11.100807	9.358741	8.818999999999997	9.418677	9.872422	9.144886	9.438094	8.251911999999999	11.293905	10.459971	9.749844	10.946517	10.22684	11.54067	9.536614	10.81245	9.207051	9.870116	10.170008
FAM83H	2.226488	2.123098	2.428992	2.255555	2.129571	2.300335	2.869297	3.032191	3.304171	2.120191	2.193239	2.284681	2.6777740000000003	2.37383	2.8954720000000003	2.748479	2.60868	3.3252040000000003	3.619797	3.2827269999999995	2.901777	2.389668	2.691665
MICU3	3.32006	2.974018	3.164084	3.533936	2.763497	3.611161	4.250222	3.244384	3.610957	4.0565760000000015	3.419484	2.769079	3.196987	3.181891	3.634176	2.728752	3.03138	3.319777	3.326459	3.375172	2.57482	3.0627470000000003	2.853036
ZFP41	2.204241	2.404807	2.381374	2.446417	2.208698	2.090937	1.743221	2.08866	1.912577	2.62892	2.161687	2.450962	2.604787	2.869223	3.023298	2.875188	2.370746	2.369023	2.917485	2.502006	2.531193	2.852808	2.855616
TRIQK	4.736021	5.13021	3.941016	4.583144	4.352905000000002	5.001844	6.398112	6.897376	6.385242	4.0168	4.425885	4.606253	4.873027	4.603962	4.381348	4.226584	4.954496	6.5624600000000015	6.4483760000000006	6.43889	4.701404	4.419363	5.081619
DPY19L4	7.207418	7.328815	7.212938999999999	7.2009089999999984	6.54555	8.004475999999999	6.901847	6.292361	6.530551999999999	6.832281	7.330717999999999	6.325936	7.199084	6.672437	6.709542999999999	6.682962	6.920502000000001	6.601595	6.4261300000000015	6.700348	7.181352	7.337480999999999	7.162222
FBXO43	0.299748	0.241629	0.34789000000000003	0.33626	0.213433	0.222676	0.138665	0.137509	0.192212	0.207865	0.382664	0.445349	0.461222	0.290509	0.283593	0.317989	0.360475	0.298665	0.126977	0.144969	0.456425	0.345763	0.373668
SCAI	0.757123	1.191508	1.487114	0.8279780000000001	0.853448	0.8409610000000001	1.079598	1.063282	1.190295	0.846833	0.759683	0.843183	0.657399	0.736596	0.698051	1.014045	0.7438060000000001	0.768127	0.832269	0.79664	0.7594850000000001	0.6635850000000001	1.097545
C9orf47	0.5187649999999999	0.505626	0.321075	0.483266	0.338491	0.343265	0.727453	0.70823	0.682044	0.4264850000000001	0.5824060000000001	0.578357	0.641338	0.5995060000000001	0.6257520000000001	0.508204	0.454426	0.74388	0.770209	0.760488	0.5055390000000001	0.421401	0.6252300000000001
TPRN	3.405945	2.745302	3.554254	3.397049	3.752985	3.676338	3.578156	3.913251	3.662424	3.199701	3.61619	3.434724	3.823917	3.702336	3.3877230000000003	3.977389	3.571529	3.981555	3.980509	4.394355	4.208164	3.855368	3.702453
TUSC1	2.932077	2.884894	2.961911	3.23948	2.809936	3.3010559999999995	2.750963	3.0580580000000004	3.131568	3.307228	3.075151	3.215849	3.3140110000000003	3.051501	2.86254	3.097875	2.847758	2.905794	3.48236	3.347577	2.810072	2.628124	3.115081
FAM78A	0.361221	0.254504	0.435785	0.293063	0.249703	0.316099	0.47132	0.470208	0.338917	0.246158	0.396997	0.212117	0.290657	0.28547100000000003	0.310311	0.237863	0.369701	0.33852600000000005	0.285345	0.421303	0.362077	0.206694	0.389546
LURAP1L	0.33707600000000004	0.607771	0.473673	0.39362	0.367527	0.313217	0.392897	0.570303	0.586065	0.364554	0.365134	0.4894	0.921629	0.7690859999999999	0.63923	0.5011899999999999	0.58129	0.454083	0.639405	0.658554	0.5436880000000001	0.635894	0.731189
ATP11C	8.377161	7.997195	8.547874	8.769495	7.517616	8.56437	9.19981	8.206004	9.10967	8.022072999999999	8.33268	7.976928	8.692279	8.497217	8.227298	7.624341999999999	8.307875	8.431536	8.230686	8.212624	8.815571	8.463298	8.841102000000003
YIPF6	6.349069999999998	6.2511480000000015	6.812283	7.3634309999999985	6.713116	6.494518	8.366453	9.37501	8.434157	6.204778	6.646361	6.392696	6.915959	6.6777440000000015	6.191072	6.265422	7.084111999999998	8.452366	9.047	9.128844	7.169975	6.738214	6.667861
TMSB15B	2.39862	2.739711	3.406978	3.261919	2.38849	3.319338	1.79552	1.622365	2.120457	2.757308	2.318016	3.295386	3.297093	2.847403	2.949733	3.905668	3.227741	2.299917	1.947063	1.777608	2.257488	2.090032	2.713312
LIN9	3.132038	2.851226	3.653021	3.196546	3.298181	3.086542	1.490479	1.7191759999999998	1.712969	2.945738	3.758407	2.877936	3.552367	3.770746	2.813714	3.4030440000000004	3.159617	1.846495	1.819134	1.574126	3.581134	3.979005	3.401696
TRIM59	7.524075	7.924547	7.519417	7.768361	7.282846000000001	7.213905	3.990822	5.455964	4.108841	7.932635	7.953664999999999	7.165873	7.583549	6.875534	7.118189	6.727505000000002	7.691721	4.419002	4.331487	4.890805	6.893846000000001	7.608014	7.4024899999999985
EIF4E3	0.425722	0.356102	0.465461	0.53789	0.907721	0.446616	0.8397540000000001	0.891756	0.792929	0.464035	0.6203930000000001	0.38946	0.338066	0.410864	0.283403	0.342587	0.375382	0.660756	0.628119	0.70431	0.4498680000000001	0.311178	0.33559
FAM149B1	3.617579	3.962196	4.106057	3.964803	3.8816	3.77245	5.9834260000000015	5.113695	5.451104	3.782219	3.891705	4.2775	4.01046	4.789405	3.783438	4.223621	3.992328	4.857113	4.360678	4.59929	4.352134	4.10073	4.320071
RFESD	0.328453	0.315935	0.686357	0.396188	0.351504	0.216839	0.082187	0.406296	0.314282	0.262168	0.427759	0.31850500000000004	0.346256	0.23623200000000005	0.29444000000000004	0.233096	0.34988600000000003	0.5612739999999999	0.508753	0.322092	0.435015	0.440465	0.422738
DHRS4L2	6.733727	5.909895	5.384375	5.713633	6.779772	6.7299	6.714253	9.073847	6.886439	6.847602	6.422944	5.8038680000000005	5.746881	6.31272	6.549502	7.945653999999998	5.484334	6.876822	6.859796	6.624103999999999	5.979353	6.169071	6.495949
CCDC85C	1.709754	1.539876	1.5110290000000002	1.68272	1.494228	1.673928	1.611631	1.42666	1.4302780000000002	1.62059	1.577998	2.039127	1.683037	1.74885	1.64996	1.642111	1.805418	1.624551	1.469878	1.504023	1.494259	1.529805	1.5330469999999998
DDX51	5.947518	5.6148690000000006	5.956346	6.177612	5.773951	5.461103	4.826466	5.50365	4.982625	6.322654	5.813665	5.627612	5.760057	5.8243589999999985	6.062467	6.293705	5.815046	5.644034	4.56127	5.1862629999999985	5.623308	6.121243	5.946662
TTC6	0.041742	0.049643	0.06115	0.049342	0.052344000000000016	0.042913	0.045139	0.070905	0.118371	0.048897	0.07724	0.054791	0.052576	0.09214	0.023369	0.044126	0.060247	0.117059	0.08352799999999999	0.109583	0.08090599999999999	0.053899	0.071758
MMAB	6.200996	6.143112	6.363683	4.54283	5.432009	5.791025	9.917774	6.386833	7.296902999999999	5.748033	5.8587099999999985	6.536536	5.242317	5.034663	4.55689	5.7374	4.227434	4.388747	6.034748	6.1040480000000015	4.601296	5.451397	4.570894
PPM1J	0.62	1.252249	0.914979	0.818473	0.972529	0.751255	3.81877	3.2378880000000003	3.223793	0.936101	0.8777309999999999	1.271393	0.976669	0.957561	1.2663209999999998	0.950927	1.132318	4.359808	4.063628	3.40784	0.775041	0.886632	0.849174
SNAI3	0.081102	0.0	0.0	0.118049	0.14193	0.05299	0.057589	0.08155499999999999	0.101325	0.0	0.046458	0.095996	0.06334	0.047133	0.041642	0.07969	0.027344	0.103028	0.054734000000000005	0.0	0.0	0.0	0.056886
UBAC2	14.127992	13.758101000000002	15.121904	14.308514	13.246177	14.123964	15.463044	18.016205	17.367058	15.448829000000002	15.128606	14.654609	15.589817000000002	15.021981	14.286814	14.86486	14.804398999999998	17.785909	19.319067	17.875508	14.834483	13.262482	14.385827
CHSY3	3.3428690000000003	4.390948000000002	4.51738	3.866331	4.050244	4.4607519999999985	4.042739	4.4301330000000005	5.100193	4.047867	3.998825	4.1914099999999985	5.110069	4.434483	4.606425	4.41518	4.268945	4.186368	4.297194	4.340251	4.144584	4.107389	4.898543
NLRP10	0.349432	0.163109	0.21895	0.169072	0.204181	0.180047	0.367386	0.19026	0.539855	0.23469	0.257899	0.230708	0.120974	0.075111	0.16506400000000002	0.176199	0.100326	0.312333	0.43514	0.471014	0.121972	0.104504	0.159477
IFNE	0.611295	0.323533	0.338963	0.6388699999999999	0.414999	0.507204	0.819099	1.280722	1.219437	0.448487	0.308545	0.521877	0.375149	0.419764	0.260033	0.535948	0.403839	0.973848	1.023458	0.6554	0.444193	0.343432	0.477768
RAB7B	0.98747	0.960457	1.131031	0.790204	1.217175	0.95657	0.284047	0.216602	0.053284000000000005	1.130534	1.241155	0.850477	0.529393	0.831108	0.764126	0.952299	0.647163	0.26496	0.202315	0.318222	0.573882	0.616679	0.99551
HCAR2	0.168545	0.218499	0.26044	0.08493200000000001	0.166621	0.15799000000000002	0.344124	0.060649	0.08897100000000001	0.226927	0.095487	0.063662	0.093094	0.168692	0.083834	0.04484	0.051612	0.209726	0.119346	0.1019	0.05189	0.220384	0.1234
CCDC84	3.192411	2.8703380000000003	3.195928	3.10452	3.230756	3.161788	1.705768	1.821261	2.294451	3.025966	2.4559040000000003	3.322133	2.612654	2.498493	2.856676	2.4102650000000003	2.292969	2.076527	2.426827	1.982358	3.4555550000000004	2.584845	3.034097
ANKRD13D	7.832841	8.687334	9.741556	7.617928	7.9775399999999985	8.192653	8.065914999999999	8.128565	7.9178	8.310108	8.976121000000003	9.171677	8.6569	8.778684	8.326041	8.094308999999999	7.270469	8.472567999999999	8.496159	7.8777940000000015	8.471357000000001	7.851241	7.692947999999999
ANKRD42	3.785745	3.4898830000000003	3.632519	3.775391	3.74861	4.189675	5.005839	4.52385	4.571303	3.306484	3.475829	4.046144	4.507596	4.239431	3.767898	3.823952	4.2942730000000005	4.913725	5.559084	4.659763	4.519573	4.2169550000000005	4.132469
B4GALNT4	0.412774	0.506833	0.517772	0.678082	0.526493	0.6255890000000001	0.675709	1.067693	0.815825	0.642343	0.711395	0.6958840000000001	0.610092	0.497662	0.8741190000000001	0.545346	0.639387	0.6734859999999999	0.721906	1.0094379999999998	0.743977	0.495007	0.481006
OR2AG2	0.21330900000000005	0.017081	0.0	0.168803	0.040662	0.0	0.0	0.0	0.0	0.003627	0.007749	0.13103299999999998	0.048669	0.043119	0.091703	0.113917	0.036903	0.0	0.0	0.199443	0.080551	0.121083	0.078207
TMEM119	0.133609	0.0	0.200326	0.04263	0.055632000000000015	0.063471	0.0	0.033273000000000004	0.0	0.063707	0.135098	0.057395	0.034635	0.0	0.015158	0.048523	0.049372000000000006	0.0	0.0	0.0	0.047952	0.016727000000000002	0.012927
KRT79	0.080426	0.124385	0.185597	0.203825	0.092832	0.0	0.104798	0.078618	0.050084	0.180221	0.254549	0.160686	0.0	0.124784	0.057019000000000014	0.145782	0.0	0.12063	0.037343	0.194677	0.112282	0.041497000000000006	0.14536
PRSS53	0.34387	0.692505	0.376127	0.460559	0.429916	0.610379	0.57215	0.998057	1.13058	0.506372	0.6146510000000001	0.62593	0.4990350000000001	0.450615	0.711695	0.394522	0.672257	0.946045	0.704987	1.010893	0.498249	0.405936	0.371839
RAB43	7.827278	8.079921	7.9659369999999985	7.831336999999999	4.431024	7.830214	7.986526	9.271513	8.962684	8.081381	8.737589	8.074589	8.869373	8.617766	9.128891	7.859659	8.830736	8.939867999999997	8.447785000000001	9.119427	8.658267	8.997583	8.427159
JMJD8	17.450460999999994	16.49922	17.1963	16.632676	16.137716	15.604586	15.686788	15.777431	15.200657	16.360343	16.932049	19.183078	14.919712	14.915165	15.972432	16.136397	16.510749	14.24575	13.660821	13.255254	15.650789	16.418773	16.765059
METTL2A	3.424758	3.081545	3.369978	3.232231	3.275529	3.424897	2.763174	3.101384	3.130566	3.3298660000000004	3.141475	3.087078	3.280246	3.2937800000000004	3.181041	3.5351790000000003	3.038587	2.953211	2.963703	3.4323589999999995	3.442199	3.504454	3.397017
C17orf67	0.6858890000000001	0.6816939999999999	0.5396810000000001	0.472951	0.707464	0.5641229999999999	0.379782	0.561405	0.817934	0.488651	0.502636	0.6917909999999999	0.667475	0.849174	0.7953359999999999	0.4597890000000001	0.676305	0.634962	0.488921	0.686859	0.932545	0.6406229999999999	0.7098
OXLD1	6.7781270000000005	6.245945	7.212311	6.621839	6.757869	5.587832	6.697619	9.463996	8.094611	6.013935	7.280597999999999	6.740486	7.791410000000001	6.418596	7.605136	8.453172	8.194505	11.523165	9.285059	9.106813	6.140897	8.085316	8.932122999999997
CCDC137	14.883624	14.416153	15.134717000000002	15.988370000000002	13.648326	14.77819	9.189517	9.557721	9.308267	14.502104	15.138274	14.471095000000002	14.708549	14.043654	16.245364000000002	15.034010999999998	14.657128	10.108666	9.831027	9.314565	15.195211	14.142893	14.804225
ARL16	15.035576	14.416629	15.20123	13.466079999999998	14.230881	14.019111	12.492591	12.254274	12.715994	14.258704000000002	13.815404999999998	14.501851	13.236049	13.041347	14.140747	14.572122	12.212195	16.031852999999998	12.845043	12.92913	12.411753	13.843568	12.55931
MSL1	18.021856	17.813054	17.435886	18.027744	17.548872	17.265569	16.395526999999998	16.875814000000002	18.234332	18.492279	17.862239000000006	18.413251	19.29015	19.906683	19.367825	18.953824	19.48554	19.618225	18.715989	19.336274	20.075482	19.178529	20.499729
ZNF181	1.130486	1.029107	0.955935	0.986719	0.912636	1.20304	0.78764	1.0785559999999998	1.526345	1.312778	1.316114	0.737557	1.137848	0.6154569999999999	1.240486	0.67838	1.269367	1.665095	0.8769870000000001	1.677704	1.574777	1.102854	1.429221
ZNF260	3.600104	3.244892	3.2113270000000003	3.2974339999999995	3.15306	3.664945	3.098188	3.08649	2.917684	3.813957	3.557271	3.196313	3.63546	3.266473	3.3095980000000003	3.016804	4.149382	3.884706	3.094246	3.618003	3.825845	3.3572900000000003	3.722785
ZNF546	0.182899	0.264515	0.17793499999999998	0.191211	0.160995	0.280461	0.247626	0.167438	0.128861	0.210081	0.162876	0.14485599999999998	0.239044	0.22188	0.20625900000000005	0.170794	0.217956	0.185036	0.265822	0.127694	0.225765	0.21415	0.187358
MYPOP	2.567838	2.9031830000000003	2.273607	2.2733950000000003	2.247705	2.43808	2.92361	2.351536	2.362808	2.717391	2.173449	2.278896	2.170693	2.522784	2.132152	2.305441	2.209305	2.778259	2.640527	2.422031	3.19886	2.31952	2.762208
ADAMTSL5	1.86844	1.901037	1.75619	1.9236	2.1946950000000003	2.038467	3.632725	3.674296	3.191583	1.808631	1.439062	1.723079	1.678771	1.589203	1.546792	1.325116	1.3922370000000002	2.946801	3.614656	3.291378	1.570193	1.456923	1.6741970000000002
ANKRD45	0.0	0.030914	0.028734	0.048312	0.0	0.026077	0.070302	0.048604	0.105562	0.062388	0.0	0.044945	0.176239	0.107275	0.263263	0.19449	0.046661	0.064058	0.072763	0.046344	0.078304	0.098716	0.091115
C1orf174	7.738933	9.336012	9.000919	7.856605	8.511629	8.995125999999997	6.4196620000000015	7.205432000000001	7.655398	9.042312	8.223724	8.882693	9.50898	8.392641000000001	8.102724	8.881317999999998	8.917145	7.633669	6.792625	7.316778	8.743103999999999	9.120755	8.96308
KLHL17	2.4221310000000003	2.4378490000000004	2.205047	2.90956	2.485623	2.833835	2.822775	2.637783	3.295122	2.11953	2.467492	2.9929650000000003	3.06262	2.561865	3.104245	2.075501	2.592452	3.856271	2.819942	3.154451	2.731691	2.282114	3.007477
TMEM240	0.5364720000000001	0.520876	0.640777	0.437529	0.58007	0.531646	0.497324	0.793601	0.5899840000000001	0.252411	0.552693	0.728266	0.492601	0.5172760000000001	0.232177	0.6111479999999999	0.414443	0.360421	0.509512	0.8122159999999999	0.22322	0.6568229999999999	0.392529
TMEM52	0.130369	0.121375	0.407926	0.173494	0.134178	0.141085	0.239014	0.474922	0.553523	0.250591	0.186767	0.130912	0.377388	0.278773	0.196985	0.22282	0.166762	0.505225	0.748488	0.7256	0.14083900000000002	0.121618	0.291665
ZBTB8OS	7.476719	7.446686	8.523409	8.155113	8.175974	7.429332	6.980225999999999	7.399131	7.100831	7.660672999999999	7.628046	8.27741	8.574694000000001	7.168008	7.995483	8.689981	8.511516	7.80558	8.875839	7.508491999999999	8.225133999999999	7.976011	8.128475
ZNF678	1.116717	1.090689	0.8963620000000001	1.146332	0.975948	0.797359	1.063588	0.83052	0.73654	1.010633	0.934011	0.8637549999999999	1.291122	1.16938	1.061729	1.20658	1.283858	1.00024	0.898473	1.055467	1.15008	1.39248	1.060084
CCDC190	0.413207	0.507264	0.639636	0.721217	0.798409	0.570333	0.220566	0.328112	0.25101	0.673588	0.499203	0.781249	0.604274	0.7114010000000001	0.597416	0.692583	0.567078	0.313765	0.280456	0.295457	0.77062	0.513713	0.458318
ZFP69	1.264555	1.226687	0.958081	0.982305	1.073983	1.161301	0.948402	0.902082	0.806157	1.159106	1.335936	0.975673	1.079129	1.222757	1.218306	1.126285	1.379123	0.961503	1.18917	1.233649	1.127941	1.415445	1.144318
SLC35E4	6.0518800000000015	7.836757	6.51703	6.8379059999999985	5.605612000000002	6.169698	4.789789	4.40279	5.214246	6.484273	7.2745190000000015	5.268729	5.958321	7.124825	6.427628	7.460503	5.662989	5.284574	4.971049	4.9889	7.301171000000001	7.256032	6.943795
SPOPL	4.092903	4.016328	3.721614	4.222015	3.267838	4.212018	4.3044769999999986	3.923728	3.633352	3.74031	3.852821	4.624069	4.069318	4.21477	3.708595	3.773921	4.39175	4.040342	3.691125	3.959177	3.816422	3.740632	3.719728
CYP27C1	0.067151	0.086853	0.166157	0.115995	0.068152	0.14444	0.113475	0.168008	0.12967	0.053679	0.1077	0.052562	0.117407	0.057441	0.09372	0.066776	0.175144	0.098241	0.125398	0.093998	0.071087	0.074994	0.13258599999999998
ESPNL	0.150038	0.273417	0.405983	0.20723000000000005	0.230244	0.172065	0.077774	0.112832	0.14061600000000002	0.285347	0.203344	0.220955	0.258515	0.280853	0.321921	0.222829	0.213514	0.187406	0.132551	0.19803	0.195272	0.247918	0.317575
C2orf74	10.094314	10.647258	11.042388	11.829483	10.243572	10.549874	11.392511	12.397982	10.99332	10.453472	10.564851	9.641522	10.63389	11.381198	8.917755	9.808657	10.328844	9.339977	12.718606	11.211113	10.922316	10.155244	12.311607
C3orf35	0.042149	0.131716	0.017008000000000002	0.06858500000000001	0.060812	0.038109	0.186336	0.122454	0.065576	0.07634099999999999	0.024609	0.082669	0.108578	0.016798	0.023104	0.041769	0.056551	0.165165	0.071966	0.036676	0.150057	0.122669	0.0202
CCDC158	0.025501	0.0	0.031381	0.0	0.035258	0.081841	0.16028499999999998	0.169474	0.254094	0.0	0.081495	0.086996	0.01841	0.045966	0.039317000000000005	0.023619	0.0	0.210177	0.153615	0.165003	0.060275	0.0	0.043075
LRRC66	0.164724	0.058855	0.091355	0.083901	0.103365	0.050961	0.05069	0.102309	0.11921	0.091706	0.116498	0.067473	0.133141	0.15554500000000002	0.088986	0.110587	0.06514	0.232524	0.168712	0.130499	0.074382	0.103564	0.055207000000000006
ARSI	0.329091	0.362651	0.430204	0.508779	0.441545	0.314663	0.490012	0.432293	0.543955	0.462674	0.6103149999999999	0.531031	0.422044	0.569354	0.414156	0.577933	0.23629	0.462243	0.530417	0.421408	0.4361	0.374205	0.436646
MYLK4	0.098222	0.092959	0.120246	0.179376	0.14421099999999998	0.085553	0.093076	0.213198	0.103444	0.212439	0.101189	0.092323	0.107913	0.085641	0.07081799999999999	0.081661	0.083527	0.098253	0.103128	0.072796	0.041759	0.14441099999999998	0.157354
ZNF680	1.985466	2.051345	2.390508	2.242897	1.83189	2.407841	1.5353139999999998	2.632485	1.977797	1.7873900000000005	2.076875	2.191251	2.579998	2.398899	2.533636	2.319182	2.710382	2.187212	2.332525	2.013072	2.915944	2.33357	2.754928
FAM221A	0.323464	0.200247	0.134956	0.302128	0.187245	0.25695500000000004	0.222781	0.219464	0.288124	0.292211	0.095956	0.0	0.29477	0.220779	0.215052	0.401672	0.413786	0.30403800000000003	0.224656	0.257982	0.302606	0.249513	0.278945
TSPAN33	0.557674	0.542932	0.557766	0.596748	0.381428	0.689474	0.62769	0.5516340000000001	0.6493140000000001	0.390911	0.660089	0.461204	0.751073	0.572228	0.388226	0.56563	0.582328	0.562286	0.617815	0.409251	0.839384	0.364813	0.5476989999999999
AGBL3	0.308442	0.361538	0.295227	0.650781	0.387045	1.00004	0.461937	0.6778930000000001	0.362093	0.381557	0.4121510000000001	0.40802	0.63955	0.213186	0.247721	0.439493	0.528828	0.697224	0.210512	0.539801	0.551329	0.447888	0.376596
NRBP2	10.46377	10.064504	10.977586	11.356434	10.117232	10.499406	14.023984	12.77146	13.640894	10.673858	11.189376	10.779883	11.413964	10.706457	10.718973	9.554061	9.155762	14.226493	14.340171	14.652251	10.421888	9.761685	10.236891
ZNF517	0.5189159999999999	0.560534	0.42028	0.483437	0.284564	0.311493	0.347687	0.372643	0.291608	0.393423	0.5664640000000001	0.344821	0.630688	0.439683	0.5969409999999999	0.33179200000000003	0.439291	0.30282	0.323703	0.218019	0.286109	0.453321	0.7081149999999999
TMEM249	0.111221	0.137479	0.050313	0.275206	0.214636	0.10951500000000003	0.058269000000000015	0.016918	0.0	0.179194	0.152358	0.120493	0.26205900000000004	0.074798	0.131946	0.26027	0.120076	0.031564	0.227458	0.057249	0.09187	0.200842	0.049898000000000005
ZDHHC21	3.4929879999999995	3.192611	3.623761	3.541615	2.97487	3.698046	3.825838	3.263424	3.026341	3.214011	3.687396	3.502902	3.3029550000000003	3.545638	3.092132	3.444996	3.345711	3.501657	3.105455	3.186788	3.751408	3.559228	3.553503
ACER2	0.740993	1.058231	0.835923	0.840527	1.029619	0.842036	1.310282	1.445706	1.756219	0.728852	0.993042	1.139007	1.335744	1.138017	0.8866360000000001	0.785044	0.89307	1.60187	1.810911	1.401777	0.8962709999999999	0.620509	1.151663
RTL5	0.621302	0.609158	0.788234	0.729583	0.640416	0.664231	0.737719	0.569673	0.806921	0.63962	0.826134	0.711101	0.625642	0.773482	0.661482	0.768215	0.5445989999999999	0.7135020000000001	0.684979	0.643125	0.688182	0.8961	0.8927120000000001
NHSL2	0.062004	0.07946399999999999	0.050225	0.07674199999999999	0.058464	0.080435	0.083646	0.08819	0.117135	0.090264	0.046634	0.08151900000000001	0.090104	0.205219	0.092634	0.042893	0.082026	0.097717	0.113826	0.080756	0.08378	0.079487	0.059191
VSIG1	0.294289	0.295007	0.143745	0.137562	0.374722	0.204106	0.048288	0.111985	0.190575	0.231852	0.193911	0.122489	0.146569	0.161723	0.143598	0.179194	0.152121	0.042939	0.074124	0.085742	0.181584	0.265955	0.16602999999999998
NANOS1	0.680539	0.601213	0.984067	0.518948	0.5614	0.6466689999999999	1.775887	2.293957	2.379842	0.571473	0.56397	0.712182	0.649003	0.40014	0.671251	0.552375	0.543538	1.475798	1.842632	1.393712	0.436391	0.5225420000000001	0.495805
OVCH2	0.0	0.025844	0.0	0.138419	0.066701	0.113722	0.090648	0.055597	0.021401	0.014266	0.0	0.152597	0.026353	0.0	0.035785000000000004	0.0	0.0	0.0	0.036491	0.0	0.034179	0.0	0.0
SMCO2	0.0	0.044736	0.008251	0.030461	0.0	0.088055	0.16960999999999998	0.068738	0.045403	0.093864	0.019742	0.021107	0.069645	0.0	0.040044	0.039918	0.085626	0.206753	0.314394	0.06525	0.037473	0.077796	0.02457
